years_BP,AMI,T,A,H,DC,A/DC
1820,1.346819352125096,0.0228484386900224,0.030772719393565944,12.845831888632553,0.2935072023297555,0.10484485269629866
3220,1.4589200506014446,0.010294053772314446,0.015018201450398984,14.8178150982228,0.15253538540931838,0.09845716395640695
4680,1.1650642007555045,0.1216634429400384,0.14174572191009877,10.195270933242787,1.2403917634448158,0.11427496222358215
7210,1.1427567032303731,0.020667320066475592,0.023617718543772585,12.893209470500766,0.26646808681095363,0.08863244685855469
7970,0.7800116380045143,0.17252780282536775,0.134573694083135,7.489333233028025,1.292118207321333,0.10414967711206337
9190,1.1741024425008793,0.1344580777096111,0.15786755745282743,9.965155385786462,1.3398956372504256,0.11782078623435513
10150,1.141239280521491,0.16092436974789873,0.18365321194946635,9.533737791961608,1.5342107455131453,0.11970533545444574
11200,0.8320089805015012,0.3247863247863246,0.27022513896629935,6.619532728160114,2.149933706581916,0.12568998669076095
11740,1.0718051466675218,0.17288557213930283,0.1852996460034639,8.703303853511098,1.5046756662164653,0.12314922754709211
12430,1.5242703867179541,0.12866032210834538,0.19611311893534417,11.7778633807491,1.5153436963152649,0.12941824314326586
12620,1.0546986172600057,0.11810344827586154,0.12456354359018977,9.65056474186893,1.1397649738241702,0.10928879764768591
13090,1.149610819173802,0.15141065830721,0.1740633309281963,9.687134791797847,1.4667354559367898,0.11867397779446447
14330,1.283558050553602,0.21291248206599683,0.27328553041915965,9.76558524281077,2.0792149928739114,0.13143687947412389
14990,0.8284075258775706,0.07322698443205831,0.060661785000836806,8.841431175440336,0.6474313430410845,0.09369608940447505
16090,0.9697299054250079,0.060830112586119416,0.058988779325130164,9.828031790121942,0.5978402802930785,0.0986697973850343
17540,1.0441924149786583,0.036204576043068315,0.03780454369168998,11.361439250481311,0.4113360913027517,0.09190670230749352
18750,0.6620693130457816,0.060798081863332305,0.04025254429375762,8.871755941524336,0.5393857440043014,0.07462663732068643
20500,0.7908406859168003,0.03970080552358998,0.0313970122717254,9.731163648421985,0.3863350355242296,0.08126887127677108
24550,0.7859435710856626,0.025208166989848006,0.01981219678452486,10.438768553842875,0.26314222087364536,0.07529083215436645
26650,0.7041608175083215,0.03636683063949381,0.025608097193292635,9.7308859387592,0.3538814809070876,0.07236348488101897
32240,0.7060102075776196,0.0158382693793455,0.011181979852181972,10.994004128230648,0.1741259989405535,0.06421774990648865
38110,0.7544827729273125,0.0432061978545886,0.03259833196497611,9.517222350750217,0.4112029919126267,0.07927552232378375
40030,0.6244994541644404,0.0313484111079298,0.01957706562582464,9.592472362798581,0.30070876717046463,0.06510307567696179
47090,1.2958157709193447,0.020065381580430298,0.026001037901436107,12.643013897201266,0.25368689817402656,0.10249263201444352
52700,0.7428351204259918,0.043333729075151,0.03218981585604709,9.393594422878355,0.40705947576286,0.07907890068329931
56340,1.055249950304386,0.01901576684185356,0.02006638701486576,11.801451182003667,0.22441364407249884,0.08941696525538854
62680,0.5194221495620482,0.0471808599631918,0.024506783700267067,8.260339241564283,0.38972990900470245,0.06288145491028088
68110,0.44112803644287985,0.06154655444502841,0.02714991071216018,7.693192217162844,0.4734894736496818,0.05734005130649947
77480,1.361666188414791,0.021459227467811003,0.029220304472420192,12.505714253302996,0.26836296680907523,0.10888352003206446
86820,0.9202328007341362,0.03183705754399821,0.02929750463084733,10.624229022485375,0.33824419074948275,0.08661643106398903
87830,0.8241030252786957,0.035549235691432285,0.029296232679654734,10.161682315590184,0.36124003965837487,0.08109907392148505
94000,0.840492965020077,0.04067065073041122,0.03418339582169928,9.972871453450843,0.40560317166258775,0.08427793027746758
99590,1.202553321344543,0.046877457920402404,0.05637264271836896,11.763606136548907,0.5514479516582589,0.10222658829151657
101130,1.2203654685926615,0.0505541822821145,0.06169457835003149,11.88421678361089,0.6007968615588295,0.1026879171604834
103370,1.08838485930319,0.027732356596245403,0.030183477032150446,11.971530461747983,0.33199875176800947,0.09091442926038991
106790,1.1683043338774721,0.062499999999999514,0.07301902086734144,10.862293927370635,0.6788933704606593,0.10755594920273678
111630,1.0425614184053427,0.01956560761084161,0.020398347622721396,12.149569225797357,0.23771370411270776,0.08581056653363947
120380,0.8464592763778049,0.0295566502463051,0.025018500779639286,10.570124734750298,0.31241747984483303,0.08008034887185285
121250,0.5720895260550178,0.05745184183845851,0.03286759696835157,8.389186187542114,0.48197419800005026,0.06819368568843626
122030,0.5706307161210097,0.05592160837979371,0.03191058743640034,8.44846119918971,0.4724515385929693,0.06754256220952269
123340,0.9025665249372299,0.07004532344458138,0.06322056416948009,9.362292708663315,0.6557848209611677,0.09640443351039943
123860,0.8854885251634134,0.09555345316934691,0.08461148632119628,8.907789128139541,0.8511700112980991,0.0994060941975121
