knockouts;extinction;families_remaining;color
0.0;;1.0;black
0.037037037037037035;Blenniidae;0.9259259259259259;black
0.07407407407407407;Monodontidae;0.8888888888888888;#CC3311
0.1111111111111111;Salmonidae;0.48148148148148145;#CC3311
0.14814814814814814;Lateolabracidae;0.25925925925925924;#CC3311
0.18518518518518517;Batrachoididae;0.1111111111111111;#CC3311
