knockouts;extinction;families_remaining;color
0.0;;1.0;black
0.1111111111111111;Clupeidae;0.5555555555555556;#CC3311
0.2222222222222222;Balaenopteridae;0.2222222222222222;#CC3311
0.3333333333333333;Mytilidae;0.1111111111111111;#CC3311
