,Acanthasteridae,Acanthocerataceae,Acaryochloridaceae,Acinetosporaceae,Acipenseridae,Acrochaetiaceae,Acroporidae,Actiniidae,Acytosteliaceae,Aegisthidae,Agaraceae,Aiptasiidae,Alariaceae,Alepocephalidae,Ammodytidae,Amoebophryaceae,Amphipleuraceae,Anarhichadidae,Anaulaceae,Anomoeoneidaceae,Anoplopomatidae,Aphanizomenonaceae,Aphanothecaceae,Aplysiidae,Apogonidae,Apusomonadidae,Arcidae,Areschougiaceae,Asteriidae,Attheyaceae,Bacillariaceae,Balaenopteridae,Bangiaceae,Bathycoccaceae,Bathylagidae,Batrachoididae,Batrachospermaceae,Berkeleyaceae,Biddulphiaceae,Blenniidae,Bolbocoleonaceae,Bonnemaisoniaceae,Bracteacoccaceae,Bryopsidaceae,Calanidae,Calotrichaceae,Campanulariidae,Cavenderiaceae,Ceramiaceae,Ceratiidae,Chaetocerotaceae,Chamaesiphonaceae,Characeae,Chattonellaceae,Chlamydomonadaceae,Chlorellaceae,Chlorobiaceae,Chlorocystidaceae,Chloroflexaceae,Chloropicaceae,Chromulinaceae,Chroococcaceae,Chroococcidiopsidaceae,Chroomonadaceae,Chrysochromulinaceae,Chrysolepidomonadaceae,Cionidae,Cirratulidae,Closteriaceae,Clupeidae,Codiaceae,Coleofasciculaceae,Collosphaeridae,Corallinaceae,Coscinodiscaceae,Cottidae,Crustomastigaceae,Cyaneidae,Cyanidiaceae,Cyanophoraceae,Cyanothecaceae,Cyclopteridae,Cymatosiraceae,Cynoglossidae,Cyprinidae,Daphniidae,Dasyaceae,Delesseriaceae,Delphinidae,Derbesiaceae,Dermocarpellaceae,Desmidiaceae,Dictyotaceae,Diplonemidae,Dugesiidae,Dunaliellaceae,Echeneidae,Ectocarpaceae,Edwardsiidae,Eirenidae,Entomoneidaceae,Eucalanidae,Euglenaceae,Eunotiaceae,Euphausiidae,Euplotidae,Eustigmataceae,Fonticulaceae,Fragilariaceae,Fucaceae,Gadidae,Gasterosteidae,Gecarcinidae,Gelidiaceae,Geminigeraceae,Gigartinaceae,Globorotaliidae,Gloeobacteraceae,Gloeomargaritaceae,Gobiidae,Gomontiellaceae,Gomphonemataceae,Gonostomatidae,Gonyaulacaceae,Gracilariaceae,Gromiidae,Gymnodiniaceae,Haematococcaceae,Halimedaceae,Haliotidae,Halymeniaceae,Hapalidiaceae,Hapalosiphonaceae,Harpacticidae,Heliobacteriaceae,Hemiaulaceae,Hemidiscaceae,Hemiselmidaceae,Heterocapsaceae,Hexamitidae,Hildenbrandiaceae,Histionidae,Hyalellidae,Hydridae,Hydrodictyaceae,Hyellaceae,Hymenomonadaceae,Hypneaceae,Hypotrichomonadidae,Jakobidae,Kallymeniaceae,Kareniaceae,Klebsormidiaceae,Koliellaceae,Kryptoperidiniaceae,Laminariaceae,Lateolabracidae,Leptocylindraceae,Leptolyngbyaceae,Liagoraceae,Licmophoraceae,Limulidae,Lingulidae,Liparidae,Lithodesmiaceae,Loliginidae,Lottiidae,Lysianassidae,Mallomonadaceae,Mamiellaceae,Merismopediaceae,Merulinidae,Mesotaeniaceae,Metopidae,Metridinidae,Microcoleaceae,Microstomatidae,Monodontidae,Monodopsidaceae,Mustelidae,Myctophidae,Mytilidae,Myxinidae,Naviculaceae,Nephroselmidaceae,Nephtheidae,Niphatidae,Noelaerhabdaceae,Nostocaceae,Octopodidae,Odobenidae,Oedogoniaceae,Oikopleuridae,Oltmannsiellopsidaceae,Oocystaceae,Oreosomatidae,Oscillatoriaceae,Osmeridae,Ostreidae,Ostreobiaceae,Otariidae,Oxystominidae,Oxytrichidae,Palmariaceae,Paralichthyidae,Parameciidae,Parastacidae,Paulinellidae,Pavlovaceae,Pectinidae,Pelagiidae,Penaeidae,Perkinsidae,Petromyzontidae,Pfiesteriaceae,Phacaceae,Phaeocystaceae,Phaeodactylaceae,Phocidae,Phocoenidae,Phyllophoraceae,Physeteridae,Picocystaceae,Pinguiochrysidaceae,Plagiogrammaceae,Pleurastraceae,Pleuronectidae,Pocilloporidae,Polynoidae,Polyphysaceae,Porphyridiaceae,Portunidae,Prasinococcaceae,Prasiolaceae,Priapulidae,Prochloraceae,Prochlorotrichaceae,Prorocentraceae,Protoperidiniaceae,Provannidae,Pseudanabaenaceae,Pteriidae,Pycnococcaceae,Pyramimonadaceae,Pyuridae,Rajidae,Rhincodontidae,Rhizosoleniaceae,Rhodogorgonaceae,Rhodomelaceae,Rhodymeniaceae,Rivulariaceae,Roseiflexaceae,Rotaliidae,Saccosporidae,Salmonidae,Salpidae,Salpingoecidae,Sargassaceae,Scenedesmaceae,Scytonemataceae,Scytosiphonaceae,Sebastidae,Selenastraceae,Skeletonemataceae,Solieriaceae,Sparidae,Sphaerozoidae,Spyridiaceae,Staurosiraceae,Stephanodiscaceae,Sticholonchidae,Strongylocentrotidae,Styelidae,Suessiaceae,Syndiniaceae,Synechococcaceae,Syngnathidae,Temoridae,Terebellidae,Tetragonicipitidae,Tetrahymenidae,Thalassiosiraceae,Thaumatomastigidae,Thraustochytriaceae,Toxariaceae,Trebouxiaceae,Triceratiaceae,Triparmaceae,Ulmaridae,Ulnariaceae,Ulvaceae,Vahlkampfiidae,Wrangeliaceae,Zoarcidae,Zosteraceae,Zygnemataceae
77480,5,9,5,1,6,0,3,14,10,0,0,1,1,0,0,0,8,18,12,7,0,36,12,228,118,8,0,0,79,163,495,7,3,440,0,58,3,0,3,50,0,1,0,0,22,21,0,15,1,0,149,2,1,1,39,6,87,0,11,11,1,7,7,0,0,0,1,2,0,9,2,1,4,0,16,0,0,0,1,0,3,6,8,8,509,3,2,3,9,0,2,1,1,1,0,0,49,1,13,0,11,0,3,6,0,10,1,4,32,0,2172,21,0,0,21,1,1,8,0,10,1,8,0,0,3,0,65,0,2,0,0,0,6,0,10,28,5,0,4,1,0,5,12,1,0,1,0,0,0,0,0,9,0,1,27,6,65,7,12,2,1,3,4,0,5,0,6,0,1,132,1,4,1,3,7,19,0,3,66,82,0,0,4,49,0,12,6,52,108,19,0,0,1,0,1,0,33,0,70,0,9,1,1,0,9,1,0,0,0,96,0,26,1,9,2,1,846,10,23,1,0,2,1,0,17,0,2,13,1,0,0,0,0,1,21,9,4,8,3,0,9,0,0,6,1,5,0,25,0,5,1,5,17,1,0,482,0,14,1,1,17,1,5,3,98,0,239,209,0,4,227,1,30,4,2,16,114,22,6,0,0,15,369,1,2,9,3,7,81,0,13,7,5,3,0,0,1
86820,1,0,0,0,5,0,4,3,8,0,0,4,1,0,0,1,10,11,5,2,0,22,12,175,71,10,0,0,35,81,253,3,0,353,0,34,0,0,4,29,0,0,0,1,4,22,1,3,3,0,104,1,0,6,51,8,62,0,4,11,2,6,3,1,2,0,1,2,0,7,1,1,3,0,10,0,0,0,3,3,1,4,6,6,243,3,1,0,7,0,5,0,1,1,0,1,34,1,3,0,4,0,1,2,0,1,1,2,30,2,592,13,0,2,24,1,1,9,3,6,5,13,0,2,0,0,13,0,0,0,3,0,8,0,5,14,3,1,6,0,0,1,8,2,1,1,0,0,0,2,0,3,0,0,10,4,50,8,17,1,2,2,4,0,3,0,2,0,4,268,3,3,0,4,3,16,0,2,43,40,0,0,2,31,4,10,9,11,66,10,0,0,0,1,1,0,22,0,59,3,2,4,2,0,4,3,0,2,0,48,0,7,4,5,5,0,340,3,8,0,0,4,0,0,6,0,6,8,1,0,0,0,0,0,14,9,2,0,1,0,7,1,0,3,0,7,3,10,0,8,0,2,6,2,0,350,0,9,0,1,18,1,4,5,49,1,141,119,0,4,116,2,11,4,2,4,121,24,0,1,0,4,193,2,2,1,0,7,27,1,7,2,4,0,0,0,0
87830,4,7,4,0,12,0,15,14,15,1,1,9,3,0,0,1,13,33,11,5,0,62,21,261,142,4,0,0,109,171,600,12,5,1025,0,69,1,2,11,77,0,0,1,4,30,50,0,15,7,0,164,4,1,2,35,12,158,0,5,15,6,24,18,0,1,0,0,2,1,13,4,4,3,1,20,0,0,1,13,3,7,17,11,12,314,17,2,4,15,0,6,0,1,3,1,1,81,5,7,0,11,0,3,21,0,6,1,2,41,5,1684,12,0,2,34,3,7,11,3,11,5,23,0,3,9,1,21,0,4,1,3,0,13,0,11,26,4,1,2,2,2,0,15,3,1,5,0,0,0,0,0,6,2,0,16,10,106,81,12,3,6,14,4,0,3,0,7,0,2,176,9,10,0,1,9,37,0,7,61,113,0,2,10,55,0,10,5,16,206,18,0,0,3,1,0,0,64,0,114,0,19,14,3,15,5,6,0,0,0,138,0,17,7,10,1,3,976,21,18,3,1,4,0,2,15,0,7,11,0,0,3,0,1,0,23,33,20,2,0,0,13,2,0,9,2,13,3,34,0,10,1,13,23,3,0,676,0,14,3,2,25,1,5,6,122,1,319,281,0,4,227,2,37,20,10,15,323,35,16,5,0,13,344,2,1,4,1,4,133,0,27,4,12,1,0,0,1
94000,3,4,5,0,5,0,4,5,8,0,0,5,1,0,0,1,9,17,8,4,0,28,14,165,90,4,1,0,53,120,229,9,1,684,0,35,1,1,4,45,0,0,1,0,4,25,1,9,3,0,91,4,0,4,14,10,67,0,13,9,2,17,19,0,0,0,2,0,0,8,1,2,4,0,9,0,0,0,2,4,5,9,5,4,181,4,2,1,7,0,3,0,0,6,0,1,45,2,9,0,7,0,6,7,1,9,0,3,18,1,605,11,0,1,22,2,2,7,5,5,0,7,0,1,1,0,12,0,0,0,1,0,4,0,17,21,7,0,1,0,0,4,9,2,0,1,0,0,0,0,0,2,0,1,15,4,61,10,24,3,4,3,2,0,4,0,2,0,1,76,4,3,0,6,2,23,0,3,35,49,0,3,2,29,1,21,8,11,81,6,1,0,0,0,0,0,22,1,85,0,6,5,2,69,7,6,0,0,0,99,1,8,1,7,0,4,177,7,18,2,0,0,0,0,9,2,7,7,0,0,0,0,0,1,17,15,5,2,2,0,5,1,0,3,0,8,5,15,0,9,0,6,17,1,0,349,0,11,3,0,20,0,3,7,68,1,158,279,0,6,183,2,56,10,0,1,195,38,7,3,0,4,348,3,0,9,0,2,95,1,12,1,13,0,0,0,0
99590,3,1,8,0,4,0,5,6,9,0,1,2,1,0,0,2,3,18,4,2,0,38,17,221,101,5,0,0,53,81,264,66,0,523,0,34,2,0,6,43,0,0,0,0,13,24,0,11,4,0,74,2,0,1,32,5,52,0,9,7,0,9,10,1,0,0,0,0,0,6,3,3,5,0,12,0,0,0,5,1,5,3,10,6,235,9,0,4,16,1,0,4,1,0,0,0,58,0,4,0,14,0,1,10,1,3,1,1,18,2,1023,13,0,0,44,1,4,3,2,7,1,14,0,1,3,0,5,0,0,0,0,0,5,1,7,13,4,0,0,1,1,0,6,0,0,1,0,0,0,0,0,2,0,0,9,8,64,13,17,3,3,3,5,0,4,1,2,0,0,77,2,2,0,2,4,27,0,8,40,60,0,6,2,27,1,9,11,10,87,11,0,0,1,0,0,0,27,0,84,0,15,8,3,30,3,2,0,0,0,85,0,7,2,7,4,0,216,4,12,8,0,4,0,1,3,2,8,11,0,0,2,1,0,0,9,20,11,0,1,0,4,1,0,4,1,12,0,11,2,4,0,4,14,2,0,328,0,13,4,0,17,3,7,8,69,0,200,225,0,1,184,2,64,6,1,0,177,17,5,2,0,12,297,2,2,6,1,9,119,0,12,1,12,2,0,0,0
101130,5,0,3,0,9,0,17,13,6,0,3,3,2,0,0,1,11,43,9,8,0,73,19,256,154,14,0,0,114,233,499,145,9,1226,1,80,1,0,8,81,0,1,0,0,13,30,0,10,2,0,127,7,1,6,50,16,74,0,13,15,2,19,15,1,4,1,5,1,0,33,8,2,6,1,14,0,1,0,7,1,1,18,9,14,272,13,0,4,33,1,3,1,3,7,4,2,54,1,8,0,15,1,2,12,0,8,0,12,34,0,2725,25,0,0,92,4,2,7,1,12,0,16,0,3,6,0,30,0,4,0,0,0,11,0,7,20,4,1,3,3,0,2,18,6,0,1,0,1,0,0,0,4,1,1,19,10,109,26,20,1,10,2,3,0,4,0,7,0,4,205,4,5,0,4,3,30,0,13,123,62,0,12,8,47,0,3,8,17,117,17,0,0,0,0,1,0,37,0,100,1,11,10,3,37,8,13,0,0,0,118,0,15,1,8,4,0,616,16,14,9,0,8,0,1,14,1,9,9,1,0,2,0,0,0,31,11,1,3,1,0,10,0,0,12,1,14,3,20,0,6,0,5,18,3,0,631,0,16,3,3,14,4,15,9,119,1,331,412,0,11,298,5,117,14,1,9,361,29,11,4,0,9,561,2,1,5,1,7,310,0,31,9,13,0,0,0,1
103370,4,16,9,0,17,0,12,26,27,1,2,13,4,0,0,5,19,34,9,4,1,68,22,404,192,4,1,0,118,208,705,38,2,1368,0,93,6,1,16,99,0,0,2,1,17,60,2,14,4,0,240,5,0,2,41,12,101,0,12,14,3,22,16,1,0,0,2,4,2,34,4,5,17,1,25,0,0,0,10,4,3,18,12,9,291,12,2,6,20,0,9,2,2,8,2,3,88,3,11,0,20,0,9,24,0,7,1,6,37,1,2948,27,0,2,64,3,5,12,1,14,7,37,0,3,7,0,18,1,1,3,2,0,8,1,9,38,10,2,7,2,1,3,7,8,1,0,0,0,0,3,0,8,0,0,24,9,110,25,44,7,8,9,3,1,15,0,12,0,3,354,2,6,0,0,10,42,0,8,83,96,1,3,9,82,2,30,13,12,175,28,0,0,0,1,0,0,52,0,140,1,11,17,9,32,4,6,0,4,1,146,0,40,4,13,1,0,1306,14,11,8,1,6,0,0,24,1,13,9,1,0,6,0,2,0,37,22,8,3,4,0,16,1,1,9,0,10,4,31,0,13,0,8,20,4,0,841,0,19,6,2,23,5,8,5,160,1,323,581,1,16,416,9,54,7,7,17,291,39,15,1,0,20,700,3,5,15,1,11,245,0,26,2,18,0,1,0,0
106790,10,10,2,6,8,0,10,23,23,0,0,4,2,0,0,0,20,43,14,4,0,55,17,424,151,9,0,0,89,155,786,125,3,1556,0,69,3,0,9,76,0,0,0,0,26,40,1,9,8,0,234,7,1,6,29,24,56,0,10,11,2,4,22,3,5,0,2,1,0,29,0,1,6,1,20,0,1,0,5,0,2,10,15,7,356,9,0,2,41,0,1,2,3,17,1,2,73,165,12,0,21,2,4,18,0,5,0,7,53,0,2624,21,0,1,89,7,8,5,1,22,6,22,0,10,1,1,16,0,1,1,2,1,8,2,6,39,6,0,2,2,0,2,9,3,0,1,0,1,0,1,0,4,1,0,22,11,101,21,13,8,14,10,4,0,15,0,7,0,3,258,0,5,1,6,11,42,0,12,64,96,0,13,8,67,0,17,11,52,128,19,1,0,3,0,1,0,57,1,128,0,12,14,10,98,3,13,0,1,0,137,0,53,2,21,2,2,574,16,15,10,2,2,0,0,19,0,15,10,1,0,2,0,0,0,46,27,2,2,3,0,4,0,0,6,0,9,4,25,0,17,1,5,15,2,0,584,0,12,5,1,16,83,13,5,129,2,306,312,1,13,348,2,126,19,0,7,593,53,11,5,1,12,588,4,1,10,2,11,442,2,21,5,22,0,0,0,1
111630,7,10,7,0,12,0,8,14,14,1,3,8,0,0,0,1,23,13,10,4,0,74,21,499,167,6,0,0,83,291,646,8,7,644,0,75,2,0,9,76,0,0,0,0,21,40,0,11,7,0,264,7,0,4,23,13,76,0,12,11,1,8,13,4,1,0,2,3,0,27,5,3,3,0,32,0,0,0,3,1,2,4,15,8,259,8,4,8,5,1,9,0,3,4,5,0,82,3,12,0,21,0,0,22,0,3,2,2,63,0,1143,21,0,0,43,0,1,6,3,10,0,36,0,1,6,0,13,1,0,1,1,0,9,0,5,36,8,1,3,0,1,5,14,3,1,3,0,0,0,0,0,8,0,0,31,2,119,7,14,3,10,9,4,0,27,0,9,0,4,135,1,12,0,2,8,36,0,10,94,83,0,2,12,69,1,7,6,7,170,20,0,0,0,0,0,0,46,0,99,0,5,14,3,0,3,11,0,1,0,120,0,14,2,21,2,0,1321,9,22,2,0,2,0,0,28,0,5,10,2,0,0,0,0,0,17,25,6,5,1,0,16,0,0,6,0,6,3,44,0,5,0,6,13,2,0,677,0,16,3,1,21,1,12,5,148,1,285,362,0,11,390,5,24,5,3,9,152,37,11,7,0,13,738,0,2,9,4,9,57,0,29,2,14,0,0,0,2
120380,2,29,1,0,19,0,12,8,7,0,1,15,2,0,0,3,23,14,16,2,0,41,14,250,110,2,1,0,71,79,397,7,1,844,0,51,2,0,15,31,0,4,0,0,9,19,0,16,6,0,932,6,0,6,21,6,71,1,9,5,3,16,16,0,0,0,5,1,0,10,5,2,5,0,31,0,1,0,4,2,0,6,17,4,194,17,1,4,11,1,3,0,0,7,0,1,58,2,7,0,22,0,1,17,0,0,2,2,36,1,970,20,0,1,62,0,8,3,2,7,3,20,0,3,1,0,14,0,3,0,0,1,6,1,6,59,8,0,0,1,1,0,15,2,0,1,0,0,0,0,0,1,3,0,13,5,61,9,13,2,5,4,5,0,21,0,8,0,2,75,0,1,0,3,1,30,0,3,54,56,0,1,4,60,1,20,15,10,147,12,1,0,0,0,1,0,44,0,115,1,3,5,3,0,3,7,0,2,1,87,0,17,4,10,2,1,192,15,8,4,0,4,0,1,17,0,10,11,1,0,0,0,0,0,19,17,1,0,0,0,12,0,0,0,0,6,1,68,0,7,1,7,12,1,0,402,1,18,1,1,17,0,5,5,121,3,197,498,0,15,285,1,52,13,0,4,211,27,7,1,0,1,483,1,0,16,1,15,217,0,22,1,9,0,0,0,0
121250,2,15,3,0,40,0,7,12,13,0,0,26,1,0,0,1,9,11,5,1,0,23,28,156,84,2,0,0,82,33,167,5,1,504,0,58,0,1,9,28,0,0,0,3,8,26,0,23,3,0,380,0,0,1,11,8,107,0,11,19,5,29,3,0,0,0,3,0,0,9,1,1,8,0,12,0,0,0,1,1,2,8,9,3,191,14,0,2,5,0,3,4,0,6,1,0,42,1,4,0,5,0,0,5,1,3,2,2,14,0,425,23,0,1,35,1,2,5,1,10,2,1,0,0,0,0,5,0,0,0,2,0,5,0,25,29,3,0,1,1,0,0,40,0,0,1,0,0,0,0,0,3,0,0,7,3,55,4,17,1,6,3,2,0,10,0,7,0,0,70,0,4,0,1,1,60,0,1,11,69,0,4,1,20,0,8,16,7,240,4,1,0,0,0,2,0,56,0,97,0,7,6,1,0,3,2,0,0,0,71,2,10,3,6,0,0,109,6,6,3,0,0,0,0,10,0,3,10,0,0,1,0,0,1,7,13,25,1,1,0,4,0,0,0,0,2,1,15,2,6,0,2,27,0,0,310,0,29,0,0,8,3,0,17,50,1,120,314,0,3,133,0,40,6,1,3,299,8,5,1,0,6,244,0,0,8,0,9,177,0,11,4,6,0,0,0,0
122030,3,31,1,0,28,0,8,7,15,0,0,26,5,0,0,1,24,2,8,2,0,24,30,135,63,7,0,0,79,30,157,6,5,255,0,41,2,0,8,40,0,1,1,2,5,24,0,35,5,0,854,5,1,1,5,5,123,0,16,8,1,29,5,0,1,0,4,0,0,5,1,1,2,0,16,0,0,0,3,0,0,0,18,10,158,19,0,1,9,0,2,1,1,0,2,2,46,0,5,0,17,1,4,1,0,1,1,9,23,3,298,20,0,0,34,0,1,9,2,4,2,5,0,3,9,1,4,1,0,0,0,0,16,6,31,63,10,0,2,0,2,0,44,0,0,2,0,0,0,1,1,1,3,0,12,16,46,8,27,1,4,4,2,0,15,0,6,0,5,56,1,0,0,2,2,51,0,2,14,41,1,0,2,29,0,6,28,9,278,15,0,0,0,0,0,0,46,0,128,1,1,2,0,0,4,6,0,0,1,73,7,8,0,5,1,2,68,5,6,6,0,1,0,1,19,0,4,4,0,0,0,0,0,1,8,10,19,0,0,0,6,0,0,6,0,6,1,38,1,12,0,7,26,1,0,273,0,30,0,0,7,3,6,15,52,3,153,75,0,7,110,1,49,7,0,1,290,17,3,1,0,3,216,0,0,3,1,10,225,0,4,1,16,0,0,2,0
123340,1,8,3,0,10,0,5,9,5,0,0,2,1,0,0,1,9,6,1,2,0,16,8,124,106,59,2,0,43,30,113,7,0,399,0,35,0,0,5,64,0,2,0,0,4,22,0,11,1,0,267,3,0,0,19,13,50,0,11,6,1,10,6,0,1,0,7,0,0,19,0,6,0,1,5,0,0,0,5,4,1,4,8,22,153,5,0,7,6,1,3,0,0,3,0,3,53,0,2,0,10,0,2,2,0,0,2,24,9,1,327,11,0,2,23,0,0,20,2,10,4,13,0,2,2,0,10,3,1,2,1,0,2,1,8,9,4,0,0,0,0,1,13,1,0,1,0,0,0,0,0,2,1,0,5,1,74,1,15,1,4,4,0,0,7,0,8,0,3,80,2,2,0,1,0,14,0,5,14,45,1,4,0,12,0,3,5,22,56,9,0,0,0,0,2,0,29,0,68,2,6,2,6,0,4,9,0,0,0,63,3,23,1,3,2,1,46,12,13,4,0,0,0,0,2,0,9,13,0,0,1,0,0,0,4,29,1,2,0,0,11,0,0,1,0,3,3,12,1,20,1,9,8,1,0,234,0,10,1,1,11,0,1,1,35,5,127,129,0,3,83,0,26,5,0,0,265,38,4,0,0,3,129,0,0,3,2,4,543,1,7,1,8,0,0,0,1
123860,4,3,3,0,5,0,11,6,4,0,0,3,1,0,0,0,4,5,3,0,0,7,2,85,66,27,1,0,29,3,67,6,1,209,0,30,0,0,2,37,1,1,0,1,2,6,0,3,2,0,203,2,0,0,4,12,52,0,5,7,0,8,7,0,1,0,0,0,0,14,0,1,4,0,5,0,0,0,1,5,1,1,3,13,73,2,0,0,8,0,4,0,1,1,0,0,42,0,4,0,1,1,2,3,0,0,0,18,13,0,225,15,0,0,15,0,2,9,6,7,4,1,1,0,7,0,0,0,1,0,0,0,1,0,3,5,2,0,1,0,0,0,8,1,1,0,0,0,0,0,1,0,0,0,3,1,49,2,15,1,2,2,0,0,3,0,1,0,3,59,4,0,0,0,1,16,0,5,16,47,0,3,1,9,0,7,3,17,49,16,0,0,1,0,0,0,21,0,78,0,0,2,1,1,2,13,0,3,1,42,4,12,0,8,1,0,33,3,4,6,0,0,0,0,2,0,4,4,0,0,0,0,0,1,4,22,4,2,0,0,4,0,0,3,0,5,1,10,1,14,2,3,16,1,0,185,0,5,1,0,7,1,2,1,13,3,93,46,0,3,45,3,27,4,0,3,237,30,3,0,0,1,92,1,1,2,1,2,193,0,4,2,8,0,0,0,0
