Age [ka BP]	δ18O H2O [‰ SMOW]
38.55	-42.15
38.55	-42.76
38.60	-42.76
38.60	-42.81
38.65	-42.81
38.65	-42.71
38.70	-42.71
38.70	-42.77
38.75	-42.77
38.75	-43.71
38.80	-43.71
38.80	-43.21
38.85	-43.21
38.85	-43.19
38.90	-43.19
38.90	-43.09
38.95	-43.09
38.95	-42.63
39.00	-42.63
39.00	-42.50
39.05	-42.50
39.05	-42.11
39.10	-42.11
39.10	-43.91
39.15	-43.91
39.15	-43.54
39.20	-43.54
39.20	-44.16
39.25	-44.16
39.25	-43.05
39.30	-43.05
39.30	-43.27
39.35	-43.27
39.35	-43.62
39.40	-43.62
39.40	-43.35
39.45	-43.35
39.45	-43.03
39.50	-43.03
39.50	-43.57
39.55	-43.57
39.55	-42.66
39.60	-42.66
39.60	-43.49
39.65	-43.49
39.65	-43.67
39.70	-43.67
39.70	-42.01
39.75	-42.01
39.75	-43.88
39.80	-43.88
39.80	-42.68
39.85	-42.68
39.85	-42.96
39.90	-42.96
39.90	-43.24
39.95	-43.24
39.95	-43.23
40.00	-43.23
40.00	-43.33
40.05	-43.33
40.05	-42.23
40.10	-42.23
40.10	-41.09
40.15	-41.09
40.15	-40.75
40.20	-40.75
40.20	-40.34
40.25	-40.34
40.25	-40.18
40.30	-40.18
40.30	-42.77
40.35	-42.77
40.35	-42.20
40.40	-42.20
40.40	-42.44
40.45	-42.44
40.45	-42.21
40.50	-42.21
40.50	-42.42
40.55	-42.42
40.55	-42.20
40.60	-42.20
40.60	-42.29
40.65	-42.29
40.65	-42.08
40.70	-42.08
40.70	-42.90
40.75	-42.90
40.75	-43.34
40.80	-43.34
40.80	-43.32
40.85	-43.32
40.85	-43.01
40.90	-43.01
40.90	-43.67
40.95	-43.67
40.95	-43.77
41.00	-43.77
41.00	-42.30
41.05	-42.30
41.05	-42.00
41.10	-42.00
41.10	-41.95
41.15	-41.95
41.15	-41.67
41.20	-41.67
41.20	-40.80
41.25	-40.80
41.25	-40.01
41.30	-40.01
41.30	-39.76
41.35	-39.76
41.35	-40.43
41.40	-40.43
41.40	-39.43
41.45	-39.43
41.45	-40.07
41.50	-40.07
41.50	-39.33
41.55	-39.33
41.55	-39.57
41.60	-39.57
41.60	-38.92
41.65	-38.92
41.65	-39.05
41.70	-39.05
41.70	-42.07
41.75	-42.07
41.75	-42.37
41.80	-42.37
41.80	-43.01
41.85	-43.01
41.85	-42.19
41.90	-42.19
41.90	-42.60
41.95	-42.60
41.95	-42.44
42.00	-42.44
42.00	-43.29
42.05	-43.29
42.05	-42.82
42.10	-42.82
42.10	-42.48
42.15	-42.48
42.15	-43.48
42.20	-43.48
42.20	-42.49
42.25	-42.49
42.25	-43.17
42.30	-43.17
42.30	-42.77
42.35	-42.77
42.35	-42.67
42.40	-42.67
42.40	-41.73
42.45	-41.73
42.45	-42.46
42.50	-42.46
42.50	-42.20
42.55	-42.20
42.55	-40.87
42.60	-40.87
42.60	-40.97
42.65	-40.97
42.65	-40.92
42.70	-40.92
42.70	-41.11
42.75	-41.11
42.75	-41.62
42.80	-41.62
42.80	-41.17
42.85	-41.17
42.85	-41.12
42.90	-41.12
42.90	-40.63
42.95	-40.63
42.95	-40.05
43.00	-40.05
43.00	-39.93
43.05	-39.93
43.05	-39.70
43.10	-39.70
43.10	-39.68
43.15	-39.68
43.15	-39.40
43.20	-39.40
43.20	-39.46
43.25	-39.46
43.25	-38.98
43.30	-38.98
43.30	-38.48
43.35	-38.48
43.35	-38.76
43.40	-38.76
43.40	-39.46
43.45	-39.46
43.45	-40.01
43.50	-40.01
43.50	-39.57
43.55	-39.57
43.55	-39.30
43.60	-39.30
43.60	-39.97
43.65	-39.97
43.65	-41.86
43.70	-41.86
43.70	-42.60
43.75	-42.60
43.75	-43.09
43.80	-43.09
43.80	-43.14
43.85	-43.14
43.85	-43.90
43.90	-43.90
43.90	-43.88
43.95	-43.88
43.95	-43.15
44.00	-43.15
44.00	-42.11
44.05	-42.11
44.05	-42.31
44.10	-42.31
44.10	-42.48
44.15	-42.48
44.15	-42.03
44.20	-42.03
44.20	-42.59
44.25	-42.59
44.25	-43.57
44.30	-43.57
44.30	-42.29
44.35	-42.29
44.35	-42.21
44.40	-42.21
44.40	-42.97
44.45	-42.97
44.45	-43.42
44.50	-43.42
44.50	-43.18
44.55	-43.18
44.55	-42.10
44.60	-42.10
44.60	-43.34
44.65	-43.34
44.65	-42.45
44.70	-42.45
44.70	-41.73
44.75	-41.73
44.75	-40.57
44.80	-40.57
44.80	-39.89
44.85	-39.89
44.85	-40.24
44.90	-40.24
44.90	-40.89
44.95	-40.89
44.95	-41.86
45.00	-41.86
45.00	-41.82
45.05	-41.82
45.05	-40.91
45.10	-40.91
45.10	-40.72
45.15	-40.72
45.15	-41.27
45.20	-41.27
45.20	-41.07
45.25	-41.07
45.25	-42.03
45.30	-42.03
45.30	-41.18
45.35	-41.18
45.35	-40.70
45.40	-40.70
45.40	-40.73
45.45	-40.73
45.45	-40.98
45.50	-40.98
45.50	-40.60
45.55	-40.60
45.55	-40.75
45.60	-40.75
45.60	-40.23
45.65	-40.23
45.65	-40.94
45.70	-40.94
45.70	-41.08
45.75	-41.08
45.75	-40.82
45.80	-40.82
45.80	-40.26
45.85	-40.26
45.85	-39.46
45.90	-39.46
45.90	-40.16
45.95	-40.16
45.95	-40.20
46.00	-40.20
46.00	-39.47
46.05	-39.47
46.05	-39.51
46.10	-39.51
46.10	-39.57
46.15	-39.57
46.15	-39.45
46.20	-39.45
46.20	-39.37
46.25	-39.37
46.25	-39.59
46.30	-39.59
46.30	-39.24
46.35	-39.24
46.35	-39.80
46.40	-39.80
46.40	-39.37
46.45	-39.37
46.45	-38.41
46.50	-38.41
46.50	-39.01
46.55	-39.01
46.55	-39.05
46.60	-39.05
46.60	-38.98
46.65	-38.98
46.65	-38.66
46.70	-38.66
46.70	-38.93
46.75	-38.93
46.75	-39.11
46.80	-39.11
46.80	-39.13
46.85	-39.13
46.85	-38.98
46.90	-38.98
46.90	-38.02
46.95	-38.02
46.95	-38.49
47.00	-38.49
47.00	-39.17
47.05	-39.17
47.05	-38.03
47.10	-38.03
47.10	-38.09
47.15	-38.09
47.15	-37.71
47.20	-37.71
47.20	-38.19
47.25	-38.19
47.25	-37.35
47.30	-37.35
47.30	-40.26
47.35	-40.26
47.35	-42.32
47.40	-42.32
47.40	-42.78
47.45	-42.78
47.45	-42.87
47.50	-42.87
47.50	-42.58
47.55	-42.58
47.55	-42.15
47.60	-42.15
47.60	-43.07
47.65	-43.07
47.65	-42.70
47.70	-42.70
47.70	-43.16
47.75	-43.16
47.75	-42.48
47.80	-42.48
47.80	-42.00
47.85	-42.00
47.85	-42.87
47.90	-42.87
47.90	-43.63
47.95	-43.63
47.95	-43.61
48.00	-43.61
48.00	-42.80
48.05	-42.80
48.05	-41.98
48.10	-41.98
48.10	-42.02
48.15	-42.02
48.15	-43.16
48.20	-43.16
48.20	-43.83
48.25	-43.83
48.25	-43.48
48.30	-43.48
48.30	-42.91
48.35	-42.91
48.35	-42.31
48.40	-42.31
48.40	-43.18
48.45	-43.18
48.45	-42.92
48.50	-42.92
48.50	-42.98
48.55	-42.98
48.55	-43.13
48.60	-43.13
48.60	-44.06
48.65	-44.06
48.65	-43.90
48.70	-43.90
48.70	-43.48
48.75	-43.48
48.75	-43.49
48.80	-43.49
48.80	-42.80
48.85	-42.80
48.85	-42.44
48.90	-42.44
48.90	-42.13
48.95	-42.13
48.95	-41.59
49.00	-41.59
49.00	-40.95
49.05	-40.95
49.05	-41.17
49.10	-41.17
49.10	-41.30
49.15	-41.30
49.15	-41.22
49.20	-41.22
49.20	-40.92
49.25	-40.92
49.25	-41.16
49.30	-41.16
49.30	-40.23
49.35	-40.23
49.35	-39.84
49.40	-39.84
49.40	-39.73
49.45	-39.73
49.45	-39.62
49.50	-39.62
49.50	-40.90
49.55	-40.90
49.55	-42.11
49.60	-42.11
49.60	-39.81
49.65	-39.81
49.65	-39.48
49.70	-39.48
49.70	-39.51
49.75	-39.51
49.75	-41.41
49.80	-41.41
49.80	-41.85
49.85	-41.85
49.85	-42.38
49.90	-42.38
49.90	-42.11
49.95	-42.11
49.95	-41.51
50.00	-41.51
50.00	-41.19
50.05	-41.19
50.05	-41.47
50.10	-41.47
50.10	-40.30
50.15	-40.30
50.15	-40.52
50.20	-40.52
50.20	-40.53
50.25	-40.53
50.25	-40.49
50.30	-40.49
50.30	-40.42
50.35	-40.42
50.35	-40.74
50.40	-40.74
50.40	-41.10
50.45	-41.10
50.45	-40.72
50.50	-40.72
50.50	-40.19
50.55	-40.19
50.55	-40.29
50.60	-40.29
50.60	-40.86
50.65	-40.86
50.65	-40.59
50.70	-40.59
50.70	-40.51
50.75	-40.51
50.75	-40.86
50.80	-40.86
50.80	-40.90
50.85	-40.90
50.85	-40.71
50.90	-40.71
50.90	-40.43
50.95	-40.43
50.95	-40.78
51.00	-40.78
51.00	-39.81
51.05	-39.81
51.05	-40.57
51.10	-40.57
51.10	-40.63
51.15	-40.63
51.15	-40.22
51.20	-40.22
51.20	-40.34
51.25	-40.34
51.25	-40.11
51.30	-40.11
51.30	-40.72
51.35	-40.72
51.35	-40.72
51.40	-40.72
51.40	-40.15
51.45	-40.15
51.45	-40.53
51.50	-40.53
51.50	-40.60
51.55	-40.60
51.55	-40.45
51.60	-40.45
51.60	-40.08
51.65	-40.08
51.65	-40.71
51.70	-40.71
51.70	-40.69
51.75	-40.69
51.75	-40.43
51.80	-40.43
51.80	-40.85
51.85	-40.85
51.85	-41.07
51.90	-41.07
51.90	-39.81
51.95	-39.81
51.95	-40.44
52.00	-40.44
52.00	-39.80
52.05	-39.80
52.05	-40.67
52.10	-40.67
52.10	-41.01
52.15	-41.01
52.15	-41.04
52.20	-41.04
52.20	-41.39
52.25	-41.39
52.25	-40.26
52.30	-40.26
52.30	-39.11
52.35	-39.11
52.35	-39.27
52.40	-39.27
52.40	-39.79
52.45	-39.79
52.45	-39.96
52.50	-39.96
52.50	-39.87
52.55	-39.87
52.55	-39.04
52.60	-39.04
52.60	-39.42
52.65	-39.42
52.65	-39.91
52.70	-39.91
52.70	-39.44
52.75	-39.44
52.75	-39.31
52.80	-39.31
52.80	-38.84
52.85	-38.84
52.85	-38.83
52.90	-38.83
52.90	-39.74
52.95	-39.74
52.95	-39.24
53.00	-39.24
53.00	-39.99
53.05	-39.99
53.05	-39.42
53.10	-39.42
53.10	-38.77
53.15	-38.77
53.15	-39.48
53.20	-39.48
53.20	-38.96
53.25	-38.96
53.25	-39.87
53.30	-39.87
53.30	-39.66
53.35	-39.66
53.35	-39.55
53.40	-39.55
53.40	-39.59
53.45	-39.59
53.45	-39.24
53.50	-39.24
53.50	-39.27
53.55	-39.27
53.55	-39.56
53.60	-39.56
53.60	-39.21
53.65	-39.21
53.65	-39.31
53.70	-39.31
53.70	-38.90
53.75	-38.90
53.75	-39.49
53.80	-39.49
53.80	-39.47
53.85	-39.47
53.85	-39.38
53.90	-39.38
53.90	-38.73
53.95	-38.73
53.95	-38.83
54.00	-38.83
54.00	-39.50
54.05	-39.50
54.05	-38.51
54.10	-38.51
54.10	-39.35
54.15	-39.35
54.15	-38.88
54.20	-38.88
54.20	-38.86
54.25	-38.86
54.25	-39.03
54.30	-39.03
54.30	-38.74
54.35	-38.74
54.35	-38.44
54.40	-38.44
54.40	-39.24
54.45	-39.24
54.45	-39.37
54.50	-39.37
54.50	-39.10
54.55	-39.10
54.55	-38.55
54.60	-38.55
54.60	-38.03
54.65	-38.03
54.65	-37.92
54.70	-37.92
54.70	-39.91
54.75	-39.91
54.75	-40.86
54.80	-40.86
54.80	-38.87
54.85	-38.87
54.85	-38.79
54.90	-38.79
54.90	-38.81
54.95	-38.81
54.95	-39.14
55.00	-39.14
55.00	-40.65
55.05	-40.65
55.05	-42.52
55.10	-42.52
55.10	-42.87
55.15	-42.87
55.15	-42.52
55.20	-42.52
55.20	-42.80
55.25	-42.80
55.25	-42.88
55.30	-42.88
55.30	-43.53
55.35	-43.53
55.35	-42.70
55.40	-42.70
55.40	-42.46
55.45	-42.46
55.45	-42.74
55.50	-42.74
55.50	-42.29
55.55	-42.29
55.55	-42.20
55.60	-42.20
55.60	-41.63
55.65	-41.63
55.65	-42.20
55.70	-42.20
55.70	-38.93
55.75	-38.93
55.75	-38.84
55.80	-38.84
55.80	-42.14
55.85	-42.14
55.85	-42.87
55.90	-42.87
55.90	-42.76
55.95	-42.76
55.95	-42.49
56.00	-42.49
56.00	-42.90
56.05	-42.90
56.05	-42.99
56.10	-42.99
56.10	-42.00
56.15	-42.00
56.15	-41.42
56.20	-41.42
56.20	-39.24
56.25	-39.24
56.25	-39.61
56.30	-39.61
56.30	-39.32
56.35	-39.32
56.35	-39.61
56.40	-39.61
56.40	-39.35
56.45	-39.35
56.45	-38.90
56.50	-38.90
56.50	-39.83
56.55	-39.83
56.55	-42.08
56.60	-42.08
56.60	-43.22
56.65	-43.22
56.65	-42.96
56.70	-42.96
56.70	-42.84
56.75	-42.84
56.75	-43.09
56.80	-43.09
56.80	-42.63
56.85	-42.63
56.85	-42.16
56.90	-42.16
56.90	-42.47
56.95	-42.47
56.95	-42.24
57.00	-42.24
57.00	-42.42
57.05	-42.42
57.05	-42.46
57.10	-42.46
57.10	-42.01
57.15	-42.01
57.15	-42.36
57.20	-42.36
57.20	-41.25
57.25	-41.25
57.25	-41.23
57.30	-41.23
57.30	-41.17
57.35	-41.17
57.35	-40.63
57.40	-40.63
57.40	-40.11
57.45	-40.11
57.45	-40.07
57.50	-40.07
57.50	-40.27
57.55	-40.27
57.55	-40.68
57.60	-40.68
57.60	-40.92
57.65	-40.92
57.65	-40.61
57.70	-40.61
57.70	-40.51
57.75	-40.51
57.75	-41.02
57.80	-41.02
57.80	-41.42
57.85	-41.42
57.85	-40.50
57.90	-40.50
57.90	-40.37
57.95	-40.37
57.95	-40.35
58.00	-40.35
58.00	-40.68
58.05	-40.68
58.05	-40.02
58.10	-40.02
58.10	-39.67
58.15	-39.67
58.15	-39.74
58.20	-39.74
58.20	-39.83
58.25	-39.83
58.25	-39.44
58.30	-39.44
58.30	-38.99
58.35	-38.99
58.35	-39.60
58.40	-39.60
58.40	-39.68
58.45	-39.68
58.45	-39.17
58.50	-39.17
58.50	-38.64
58.55	-38.64
58.55	-38.83
58.60	-38.83
58.60	-39.42
58.65	-39.42
58.65	-39.87
58.70	-39.87
58.70	-38.41
58.75	-38.41
58.75	-41.20
58.80	-41.20
58.80	-41.97
58.85	-41.97
58.85	-41.09
58.90	-41.09
58.90	-38.19
58.95	-38.19
58.95	-39.60
59.00	-39.60
59.00	-42.05
59.05	-42.05
59.05	-42.52
59.10	-42.52
59.10	-42.66
59.15	-42.66
59.15	-42.19
59.20	-42.19
59.20	-42.46
59.25	-42.46
59.25	-41.99
59.30	-41.99
59.30	-40.97
59.35	-40.97
59.35	-39.35
59.40	-39.35
59.40	-39.19
59.45	-39.19
59.45	-39.52
59.50	-39.52
59.50	-40.99
59.55	-40.99
59.55	-40.30
59.60	-40.30
59.60	-38.95
59.65	-38.95
59.65	-38.36
59.70	-38.36
59.70	-38.25
59.75	-38.25
59.75	-39.12
59.80	-39.12
59.80	-42.30
59.85	-42.30
59.85	-42.88
59.90	-42.88
59.90	-42.94
59.95	-42.94
59.95	-42.25
60.00	-42.25
60.00	-38.53
60.05	-38.53
60.05	-37.93
60.10	-37.93
60.10	-40.31
60.15	-40.31
60.15	-42.72
60.20	-42.72
60.20	-43.39
60.25	-43.39
60.25	-43.45
60.30	-43.45
60.30	-43.27
60.35	-43.27
60.35	-42.43
60.40	-42.43
60.40	-42.57
60.45	-42.57
60.45	-43.58
60.50	-43.58
60.50	-43.37
60.55	-43.37
60.55	-42.69
60.60	-42.69
60.60	-43.07
60.65	-43.07
60.65	-43.16
60.70	-43.16
60.70	-43.33
60.75	-43.33
60.75	-43.45
60.80	-43.45
60.80	-43.30
60.85	-43.30
60.85	-43.24
60.90	-43.24
60.90	-42.84
60.95	-42.84
60.95	-42.89
61.00	-42.89
61.00	-43.25
61.05	-43.25
61.05	-43.19
61.10	-43.19
61.10	-43.24
61.15	-43.24
61.15	-43.12
61.20	-43.12
61.20	-43.05
61.25	-43.05
61.25	-42.99
61.30	-42.99
61.30	-43.13
61.35	-43.13
61.35	-43.10
61.40	-43.10
61.40	-43.53
61.45	-43.53
61.45	-43.74
61.50	-43.74
61.50	-43.69
61.55	-43.69
61.55	-43.65
61.60	-43.65
61.60	-43.39
61.65	-43.39
61.65	-43.97
61.70	-43.97
61.70	-44.15
61.75	-44.15
61.75	-43.21
61.80	-43.21
61.80	-44.19
61.85	-44.19
61.85	-43.28
61.90	-43.28
61.90	-43.81
61.95	-43.81
61.95	-43.70
62.00	-43.70
62.00	-43.18
62.05	-43.18
62.05	-43.10
62.10	-43.10
62.10	-43.23
62.15	-43.23
62.15	-43.67
62.20	-43.67
62.20	-45.10
62.25	-45.10
62.25	-44.57
62.30	-44.57
62.30	-43.63
62.35	-43.63
62.35	-43.09
62.40	-43.09
62.40	-43.34
62.45	-43.34
62.45	-44.38
62.50	-44.38
62.50	-44.75
62.55	-44.75
62.55	-43.15
62.60	-43.15
62.60	-43.63
62.65	-43.63
62.65	-44.21
62.70	-44.21
62.70	-44.70
62.75	-44.70
62.75	-44.49
62.80	-44.49
62.80	-43.54
62.85	-43.54
62.85	-44.18
62.90	-44.18
62.90	-44.60
62.95	-44.60
62.95	-44.01
63.00	-44.01
63.00	-43.86
63.05	-43.86
63.05	-44.52
63.10	-44.52
63.10	-45.02
63.15	-45.02
63.15	-44.74
63.20	-44.74
63.20	-44.58
63.25	-44.58
63.25	-44.43
63.30	-44.43
63.30	-44.15
63.35	-44.15
63.35	-45.16
63.40	-45.16
63.40	-44.63
63.45	-44.63
63.45	-43.77
63.50	-43.77
63.50	-45.04
63.55	-45.04
63.55	-44.40
63.60	-44.40
63.60	-44.00
63.65	-44.00
63.65	-43.90
63.70	-43.90
63.70	-44.81
63.75	-44.81
63.75	-44.70
63.80	-44.70
63.80	-44.37
63.85	-44.37
63.85	-44.49
63.90	-44.49
63.90	-43.79
63.95	-43.79
63.95	-43.41
64.00	-43.41
64.00	-43.20
64.05	-43.20
64.05	-43.10
64.10	-43.10
64.10	-43.35
64.15	-43.35
64.15	-43.99
64.20	-43.99
64.20	-43.26
64.25	-43.26
64.25	-43.05
64.30	-43.05
64.30	-43.39
64.35	-43.39
64.35	-43.95
64.40	-43.95
64.40	-44.26
64.45	-44.26
64.45	-43.34
64.50	-43.34
64.50	-41.33
64.55	-41.33
64.55	-39.97
64.60	-39.97
64.60	-40.07
64.65	-40.07
64.65	-39.74
64.70	-39.74
64.70	-40.21
64.75	-40.21
64.75	-42.24
64.80	-42.24
64.80	-42.97
64.85	-42.97
64.85	-44.26
64.90	-44.26
64.90	-42.71
64.95	-42.71
64.95	-43.79
65.00	-43.79
65.00	-44.25
65.05	-44.25
65.05	-44.17
65.10	-44.17
65.10	-44.85
65.15	-44.85
65.15	-45.29
65.20	-45.29
65.20	-44.49
65.25	-44.49
65.25	-44.44
65.30	-44.44
65.30	-44.52
65.35	-44.52
65.35	-43.84
65.40	-43.84
65.40	-43.55
65.45	-43.55
65.45	-44.22
65.50	-44.22
65.50	-43.94
65.55	-43.94
65.55	-43.61
65.60	-43.61
65.60	-43.04
65.65	-43.04
65.65	-43.84
65.70	-43.84
65.70	-43.85
65.75	-43.85
65.75	-43.54
65.80	-43.54
65.80	-42.91
65.85	-42.91
65.85	-43.12
65.90	-43.12
65.90	-43.61
65.95	-43.61
65.95	-44.81
66.00	-44.81
66.00	-44.26
66.05	-44.26
66.05	-44.16
66.10	-44.16
66.10	-44.64
66.15	-44.64
66.15	-44.44
66.20	-44.44
66.20	-44.24
66.25	-44.24
66.25	-43.95
66.30	-43.95
66.30	-44.01
66.35	-44.01
66.35	-44.48
66.40	-44.48
66.40	-44.76
66.45	-44.76
66.45	-45.04
66.50	-45.04
66.50	-44.48
66.55	-44.48
66.55	-44.33
66.60	-44.33
66.60	-44.17
66.65	-44.17
66.65	-44.19
66.70	-44.19
66.70	-44.22
66.75	-44.22
66.75	-43.67
66.80	-43.67
66.80	-43.35
66.85	-43.35
66.85	-43.04
66.90	-43.04
66.90	-44.23
66.95	-44.23
66.95	-43.99
67.00	-43.99
67.00	-43.76
67.05	-43.76
67.05	-44.65
67.10	-44.65
67.10	-44.30
67.15	-44.30
67.15	-43.71
67.20	-43.71
67.20	-44.64
67.25	-44.64
67.25	-44.21
67.30	-44.21
67.30	-42.91
67.35	-42.91
67.35	-43.39
67.40	-43.39
67.40	-43.73
67.45	-43.73
67.45	-44.12
67.50	-44.12
67.50	-43.20
67.55	-43.20
67.55	-43.62
67.60	-43.62
67.60	-44.08
67.65	-44.08
67.65	-44.18
67.70	-44.18
67.70	-43.76
67.75	-43.76
67.75	-43.33
67.80	-43.33
67.80	-44.73
67.85	-44.73
67.85	-44.22
67.90	-44.22
67.90	-43.41
67.95	-43.41
67.95	-42.37
68.00	-42.37
68.00	-42.32
68.05	-42.32
68.05	-42.79
68.10	-42.79
68.10	-43.22
68.15	-43.22
68.15	-43.45
68.20	-43.45
68.20	-43.99
68.25	-43.99
68.25	-44.37
68.30	-44.37
68.30	-44.81
68.35	-44.81
68.35	-43.87
68.40	-43.87
68.40	-43.87
68.45	-43.87
68.45	-44.62
68.50	-44.62
68.50	-44.16
68.55	-44.16
68.55	-43.83
68.60	-43.83
68.60	-44.10
68.65	-44.10
68.65	-44.05
68.70	-44.05
68.70	-43.96
68.75	-43.96
68.75	-44.47
68.80	-44.47
68.80	-44.25
68.85	-44.25
68.85	-43.42
68.90	-43.42
68.90	-43.66
68.95	-43.66
68.95	-43.76
69.00	-43.76
69.00	-43.84
69.05	-43.84
69.05	-44.40
69.10	-44.40
69.10	-44.69
69.15	-44.69
69.15	-44.03
69.20	-44.03
69.20	-43.92
69.25	-43.92
69.25	-43.80
69.30	-43.80
69.30	-43.76
69.35	-43.76
69.35	-43.93
69.40	-43.93
69.40	-44.19
69.45	-44.19
69.45	-43.30
69.50	-43.30
69.50	-43.60
69.55	-43.60
69.55	-44.03
69.60	-44.03
69.60	-42.78
69.65	-42.78
69.65	-43.35
69.70	-43.35
69.70	-43.73
69.75	-43.73
69.75	-43.88
69.80	-43.88
69.80	-44.39
69.85	-44.39
69.85	-44.68
69.90	-44.68
69.90	-43.80
69.95	-43.80
69.95	-43.54
70.00	-43.54
70.00	-43.09
70.05	-43.09
70.05	-42.07
70.10	-42.07
70.10	-40.56
70.15	-40.56
70.15	-39.73
70.20	-39.73
70.20	-39.55
70.25	-39.55
70.25	-42.18
70.30	-42.18
70.30	-44.18
70.35	-44.18
70.35	-44.70
70.40	-44.70
70.40	-44.34
70.45	-44.34
70.45	-44.32
70.50	-44.32
70.50	-44.23
70.55	-44.23
70.55	-44.13
70.60	-44.13
70.60	-43.82
70.65	-43.82
70.65	-43.76
70.70	-43.76
70.70	-43.67
70.75	-43.67
70.75	-43.28
70.80	-43.28
70.80	-43.05
70.85	-43.05
70.85	-43.50
70.90	-43.50
70.90	-43.52
70.95	-43.52
70.95	-43.48
71.00	-43.48
71.00	-42.86
71.05	-42.86
71.05	-42.45
71.10	-42.45
71.10	-41.93
71.15	-41.93
71.15	-42.22
71.20	-42.22
71.20	-42.16
71.25	-42.16
71.25	-42.07
71.30	-42.07
71.30	-42.06
71.35	-42.06
71.35	-42.17
71.40	-42.17
71.40	-42.27
71.45	-42.27
71.45	-41.60
71.50	-41.60
71.50	-40.74
71.55	-40.74
71.55	-40.51
71.60	-40.51
71.60	-40.51
71.65	-40.51
71.65	-40.13
71.70	-40.13
71.70	-40.34
71.75	-40.34
71.75	-40.87
71.80	-40.87
71.80	-40.37
71.85	-40.37
71.85	-39.81
71.90	-39.81
71.90	-39.58
71.95	-39.58
71.95	-39.69
72.00	-39.69
72.00	-40.10
72.05	-40.10
72.05	-39.91
72.10	-39.91
72.10	-39.50
72.15	-39.50
72.15	-39.53
72.20	-39.53
72.20	-39.61
72.25	-39.61
72.25	-39.66
72.30	-39.66
72.30	-39.23
72.35	-39.23
72.35	-39.08
72.40	-39.08
72.40	-39.00
72.45	-39.00
72.45	-38.73
72.50	-38.73
72.50	-38.61
72.55	-38.61
72.55	-38.47
72.60	-38.47
72.60	-38.31
72.65	-38.31
72.65	-38.39
72.70	-38.39
72.70	-37.92
72.75	-37.92
72.75	-37.67
72.80	-37.67
72.80	-38.15
72.85	-38.15
72.85	-37.71
72.90	-37.71
72.90	-37.96
72.95	-37.96
72.95	-40.85
73.00	-40.85
73.00	-43.63
73.05	-43.63
73.05	-44.39
73.10	-44.39
73.10	-44.22
73.15	-44.22
73.15	-43.95
73.20	-43.95
73.20	-44.66
73.25	-44.66
73.25	-44.84
73.30	-44.84
73.30	-45.07
73.35	-45.07
73.35	-44.96
73.40	-44.96
73.40	-44.69
73.45	-44.69
73.45	-44.92
73.50	-44.92
73.50	-45.18
73.55	-45.18
73.55	-44.66
73.60	-44.66
73.60	-44.36
73.65	-44.36
73.65	-45.05
73.70	-45.05
73.70	-45.15
73.75	-45.15
73.75	-44.43
73.80	-44.43
73.80	-44.57
73.85	-44.57
73.85	-44.90
73.90	-44.90
73.90	-44.79
73.95	-44.79
73.95	-44.65
74.00	-44.65
74.00	-45.13
74.05	-45.13
74.05	-45.39
74.10	-45.39
74.10	-44.99
74.15	-44.99
74.15	-44.88
74.20	-44.88
74.20	-44.41
74.25	-44.41
74.25	-44.44
74.30	-44.44
74.30	-44.54
74.35	-44.54
74.35	-44.88
74.40	-44.88
74.40	-45.15
74.45	-45.15
74.45	-44.34
74.50	-44.34
74.50	-44.21
74.55	-44.21
74.55	-44.06
74.60	-44.06
74.60	-44.69
74.65	-44.69
74.65	-44.51
74.70	-44.51
74.70	-42.98
74.75	-42.98
74.75	-42.78
74.80	-42.78
74.80	-42.22
74.85	-42.22
74.85	-40.97
74.90	-40.97
74.90	-39.88
74.95	-39.88
74.95	-40.06
75.00	-40.06
75.00	-40.97
75.05	-40.97
75.05	-41.35
75.10	-41.35
75.10	-40.44
75.15	-40.44
75.15	-40.86
75.20	-40.86
75.20	-40.34
75.25	-40.34
75.25	-39.97
75.30	-39.97
75.30	-40.00
75.35	-40.00
75.35	-39.86
75.40	-39.86
75.40	-39.50
75.45	-39.50
75.45	-39.19
75.50	-39.19
75.50	-39.54
75.55	-39.54
75.55	-39.60
75.60	-39.60
75.60	-39.44
75.65	-39.44
75.65	-39.24
75.70	-39.24
75.70	-39.64
75.75	-39.64
75.75	-39.27
75.80	-39.27
75.80	-39.45
75.85	-39.45
75.85	-39.05
75.90	-39.05
75.90	-39.23
75.95	-39.23
75.95	-39.51
76.00	-39.51
76.00	-39.24
76.05	-39.24
76.05	-39.32
76.10	-39.32
76.10	-39.14
76.15	-39.14
76.15	-38.80
76.20	-38.80
76.20	-38.81
76.25	-38.81
76.25	-38.37
76.30	-38.37
76.30	-38.65
76.35	-38.65
76.35	-38.79
76.40	-38.79
76.40	-38.90
76.45	-38.90
76.45	-38.58
76.50	-38.58
76.50	-38.12
76.55	-38.12
76.55	-38.18
76.60	-38.18
76.60	-38.38
76.65	-38.38
76.65	-38.25
76.70	-38.25
76.70	-37.93
76.75	-37.93
76.75	-37.84
76.80	-37.84
76.80	-37.81
76.85	-37.81
76.85	-37.28
76.90	-37.28
76.90	-37.59
76.95	-37.59
76.95	-37.28
77.00	-37.28
77.00	-36.81
77.05	-36.81
77.05	-38.69
77.10	-38.69
77.10	-41.42
77.15	-41.42
77.15	-42.68
77.20	-42.68
77.20	-42.95
77.25	-42.95
77.25	-42.40
77.30	-42.40
77.30	-42.43
